transaction_id,customer_id,product_id,date,quantity,base_price,category,discount,total_amount
93,3973,131,2025-07-09 14:07:08.373570,1,420.7,Home,0.2,336.56
94,805,83,2025-07-09 14:07:08.373570,1,72.41,Electronics,0.0,72.41
95,799,109,2025-07-09 14:07:08.373570,1,207.84,Home,0.0,207.84
96,3276,44,2025-07-09 14:07:08.373570,2,244.73,Sports,0.0,489.46
97,611,198,2025-07-09 14:07:08.373570,2,104.58,Home,0.0,209.16
98,1807,142,2025-07-09 14:07:08.373570,1,380.0,Electronics,0.0,380.0
99,4239,132,2025-07-09 14:07:08.373570,1,267.35,Clothing,0.3,187.14
100,3261,18,2025-07-09 14:07:08.373570,1,226.82,Clothing,0.0,226.82
101,4368,93,2025-07-09 14:07:08.373570,2,403.31,Home,0.1,725.96
102,3372,180,2025-07-09 14:07:08.373570,1,388.18,Sports,0.0,388.18
103,2474,38,2025-07-09 14:07:08.373570,1,36.53,Electronics,0.0,36.53
104,2094,148,2025-07-09 14:07:08.373570,1,473.11,Electronics,0.0,473.11
105,2143,172,2025-07-09 14:07:08.373570,2,130.19,Beauty,0.0,260.38
106,4002,51,2025-07-09 14:07:08.373570,1,477.01,Home,0.0,477.01
107,3081,19,2025-07-09 14:07:08.373570,1,327.0,Beauty,0.0,327.0
108,4555,120,2025-07-09 14:07:08.373570,1,260.53,Clothing,0.2,208.42
109,1433,68,2025-07-09 14:07:08.373570,1,123.21,Sports,0.0,123.21
110,2518,66,2025-07-09 14:07:08.373570,1,479.54,Sports,0.0,479.54
111,2858,141,2025-07-09 14:07:08.373570,1,227.53,Electronics,0.0,227.53
112,506,190,2025-07-09 14:07:08.373570,2,155.95,Clothing,0.2,249.52
113,1097,189,2025-07-09 14:07:08.373570,1,225.33,Sports,0.0,225.33
114,4180,158,2025-07-09 14:07:08.373570,4,288.88,Sports,0.1,1039.97
115,4155,98,2025-07-09 14:07:08.373570,1,134.47,Sports,0.0,134.47
116,1045,158,2025-07-09 14:07:08.373570,1,288.88,Sports,0.0,288.88
117,2205,179,2025-07-09 14:07:08.373570,3,16.85,Home,0.0,50.55
118,3903,88,2025-07-09 14:07:08.373570,3,281.38,Electronics,0.2,675.31
119,1353,176,2025-07-09 14:07:08.373570,1,115.36,Electronics,0.0,115.36
120,1597,33,2025-07-09 14:07:08.373570,1,447.13,Clothing,0.2,357.7
121,576,105,2025-07-09 14:07:08.373570,1,104.91,Clothing,0.0,104.91
122,680,74,2025-07-09 14:07:08.373570,2,299.25,Clothing,0.0,598.5
123,4299,82,2025-07-09 14:07:08.373570,1,451.9,Electronics,0.0,451.9
124,3713,19,2025-07-09 14:07:08.373570,2,327.0,Beauty,0.1,588.6
125,3829,71,2025-07-09 14:07:08.373570,1,426.65,Sports,0.0,426.65
126,1130,57,2025-07-09 14:07:08.373570,1,292.1,Beauty,0.2,233.68
127,3905,147,2025-07-09 14:07:08.373570,2,242.85,Sports,0.0,485.7
128,3194,79,2025-07-09 14:07:08.373570,1,453.92,Clothing,0.2,363.14
129,318,169,2025-07-09 14:07:08.373570,2,298.58,Home,0.0,597.16
130,3697,42,2025-07-09 14:07:08.373570,2,54.26,Beauty,0.0,108.52
131,4502,180,2025-07-09 14:07:08.373570,2,388.18,Sports,0.0,776.36
132,2997,116,2025-07-09 14:07:08.373570,3,378.42,Sports,0.0,1135.26
133,3595,4,2025-07-09 14:07:08.373570,1,27.18,Clothing,0.0,27.18
134,3210,4,2025-07-09 14:07:08.373570,2,27.18,Clothing,0.0,54.36
135,2543,5,2025-07-09 14:07:08.373570,2,28.25,Beauty,0.0,56.5
136,679,41,2025-07-09 14:07:08.373570,1,172.01,Beauty,0.0,172.01
137,1890,108,2025-07-09 14:07:08.373570,2,456.52,Beauty,0.0,913.04
138,1644,87,2025-07-09 14:07:08.373570,1,241.42,Home,0.0,241.42
139,835,104,2025-07-09 14:07:08.373570,3,242.22,Sports,0.2,581.33
140,2242,117,2025-07-09 14:07:08.373570,2,78.63,Beauty,0.0,157.26
141,2356,101,2025-07-09 14:07:08.373570,2,278.39,Beauty,0.0,556.78
142,1669,189,2025-07-09 14:07:08.373570,2,225.33,Sports,0.2,360.53
143,2554,75,2025-07-09 14:07:08.373570,1,318.7,Sports,0.0,318.7
144,281,183,2025-07-09 14:07:08.373570,1,102.22,Electronics,0.0,102.22
145,2763,75,2025-07-09 14:07:08.373570,1,318.7,Sports,0.0,318.7
146,4704,13,2025-07-09 14:07:08.373570,4,359.39,Beauty,0.0,1437.56
147,4579,142,2025-07-09 14:07:08.373570,1,380.0,Electronics,0.1,342.0
148,1247,188,2025-07-09 14:07:08.373570,1,368.51,Clothing,0.2,294.81
149,1773,200,2025-07-09 14:07:08.373570,1,406.64,Clothing,0.1,365.98
150,3694,59,2025-07-10 14:07:08.373570,1,377.49,Electronics,0.0,377.49
151,3186,52,2025-07-10 14:07:08.373570,3,434.06,Clothing,0.0,1302.18
152,2867,6,2025-07-10 14:07:08.373570,3,22.91,Clothing,0.0,68.73
153,1318,130,2025-07-10 14:07:08.373570,2,330.27,Clothing,0.0,660.54
154,701,29,2025-07-10 14:07:08.373570,1,212.25,Beauty,0.3,148.57
155,4384,119,2025-07-10 14:07:08.373570,3,200.88,Home,0.0,602.64
156,2202,168,2025-07-10 14:07:08.373570,4,227.75,Home,0.0,911.0
157,1594,97,2025-07-10 14:07:08.373570,2,210.48,Sports,0.0,420.96
158,3988,189,2025-07-10 14:07:08.373570,2,225.33,Sports,0.0,450.66
159,4946,196,2025-07-10 14:07:08.373570,3,43.49,Beauty,0.1,117.42
160,4146,68,2025-07-10 14:07:08.373570,1,123.21,Sports,0.1,110.89
161,1231,157,2025-07-10 14:07:08.373570,1,423.77,Sports,0.0,423.77
162,2613,190,2025-07-10 14:07:08.373570,1,155.95,Clothing,0.0,155.95
163,3138,60,2025-07-10 14:07:08.373570,1,259.85,Home,0.0,259.85
164,1909,124,2025-07-10 14:07:08.373570,2,94.67,Beauty,0.1,170.41
165,1791,84,2025-07-10 14:07:08.373570,4,413.62,Beauty,0.0,1654.48
166,2929,41,2025-07-10 14:07:08.373570,2,172.01,Beauty,0.0,344.02
167,1089,113,2025-07-10 14:07:08.373570,2,376.68,Clothing,0.1,678.02
168,2382,65,2025-07-10 14:07:08.373570,1,67.75,Home,0.0,67.75
169,4128,192,2025-07-10 14:07:08.373570,4,44.89,Clothing,0.0,179.56
170,4964,79,2025-07-10 14:07:08.373570,2,453.92,Clothing,0.3,635.49
171,2946,63,2025-07-10 14:07:08.373570,1,161.78,Home,0.0,161.78
172,3570,176,2025-07-10 14:07:08.373570,1,115.36,Electronics,0.0,115.36
173,1166,148,2025-07-10 14:07:08.373570,2,473.11,Electronics,0.0,946.22
174,601,118,2025-07-10 14:07:08.373570,4,180.65,Home,0.0,722.6
175,2026,37,2025-07-10 14:07:08.373570,1,477.02,Electronics,0.0,477.02
176,1585,64,2025-07-10 14:07:08.373570,1,485.94,Sports,0.0,485.94
177,988,86,2025-07-10 14:07:08.373570,2,495.49,Home,0.0,990.98
178,1966,133,2025-07-10 14:07:08.373570,1,112.08,Home,0.3,78.46
179,1440,34,2025-07-10 14:07:08.373570,1,25.08,Beauty,0.0,25.08
180,4616,39,2025-07-10 14:07:08.373570,2,302.46,Clothing,0.0,604.92
181,869,67,2025-07-10 14:07:08.373570,1,54.6,Sports,0.0,54.6
182,2064,62,2025-07-10 14:07:08.373570,1,430.56,Electronics,0.0,430.56
183,1130,88,2025-07-10 14:07:08.373570,1,281.38,Electronics,0.2,225.1
184,4379,152,2025-07-10 14:07:08.373570,1,425.36,Sports,0.1,382.82
185,4457,131,2025-07-10 14:07:08.373570,1,420.7,Home,0.0,420.7
186,3730,109,2025-07-10 14:07:08.373570,1,207.84,Home,0.2,166.27
187,1935,199,2025-07-10 14:07:08.373570,2,442.54,Home,0.1,796.57
188,1077,89,2025-07-10 14:07:08.373570,5,269.59,Clothing,0.3,943.56
189,1640,67,2025-07-10 14:07:08.373570,2,54.6,Sports,0.0,109.2
190,1393,79,2025-07-10 14:07:08.373570,1,453.92,Clothing,0.1,408.53
191,31,178,2025-07-10 14:07:08.373570,4,98.94,Electronics,0.1,356.18
192,704,29,2025-07-10 14:07:08.373570,1,212.25,Beauty,0.0,212.25
193,869,74,2025-07-10 14:07:08.373570,1,299.25,Clothing,0.1,269.32
194,233,32,2025-07-10 14:07:08.373570,1,44.79,Sports,0.2,35.83
195,951,87,2025-07-10 14:07:08.373570,2,241.42,Home,0.0,482.84
196,59,39,2025-07-10 14:07:08.373570,1,302.46,Clothing,0.3,211.72
197,2819,137,2025-07-10 14:07:08.373570,1,117.74,Home,0.1,105.97
198,3601,101,2025-07-10 14:07:08.373570,4,278.39,Beauty,0.1,1002.2
199,3150,142,2025-07-10 14:07:08.373570,3,380.0,Electronics,0.0,1140.0
200,302,68,2025-07-10 14:07:08.373570,2,123.21,Sports,0.0,246.42
201,2851,192,2025-07-10 14:07:08.373570,3,44.89,Clothing,0.0,134.67
202,2945,148,2025-07-10 14:07:08.373570,1,473.11,Electronics,0.0,473.11
203,1924,28,2025-07-10 14:07:08.373570,1,221.81,Electronics,0.0,221.81
204,317,14,2025-07-10 14:07:08.373570,1,144.02,Beauty,0.0,144.02
205,1889,172,2025-07-10 14:07:08.373570,1,130.19,Beauty,0.3,91.13
206,2716,77,2025-07-10 14:07:08.373570,1,155.43,Beauty,0.0,155.43
207,4786,116,2025-07-10 14:07:08.373570,1,378.42,Sports,0.0,378.42
208,1882,167,2025-07-10 14:07:08.373570,1,442.2,Home,0.2,353.76
209,3899,28,2025-07-10 14:07:08.373570,1,221.81,Electronics,0.1,199.63
210,4114,192,2025-07-10 14:07:08.373570,2,44.89,Clothing,0.0,89.78
211,1179,89,2025-07-10 14:07:08.373570,1,269.59,Clothing,0.1,242.63
212,3856,32,2025-07-10 14:07:08.373570,2,44.79,Sports,0.0,89.58
213,4874,137,2025-07-10 14:07:08.373570,1,117.74,Home,0.0,117.74
214,4456,156,2025-07-10 14:07:08.373570,2,415.21,Electronics,0.0,830.42
215,332,95,2025-07-10 14:07:08.373570,1,390.62,Electronics,0.0,390.62
216,528,17,2025-07-10 14:07:08.373570,2,170.22,Electronics,0.0,340.44
217,2060,117,2025-07-10 14:07:08.373570,1,78.63,Beauty,0.1,70.77
218,1099,77,2025-07-10 14:07:08.373570,1,155.43,Beauty,0.1,139.89
219,212,55,2025-07-10 14:07:08.373570,1,223.34,Clothing,0.0,223.34
220,1715,10,2025-07-10 14:07:08.373570,4,221.55,Beauty,0.2,708.96
221,2689,80,2025-07-10 14:07:08.373570,1,451.47,Home,0.0,451.47
222,2331,134,2025-07-10 14:07:08.373570,2,267.1,Beauty,0.0,534.2
223,3267,176,2025-07-10 14:07:08.373570,1,115.36,Electronics,0.0,115.36
224,1033,116,2025-07-10 14:07:08.373570,1,378.42,Sports,0.1,340.58
225,1333,195,2025-07-10 14:07:08.373570,1,365.45,Electronics,0.0,365.45
226,1841,169,2025-07-10 14:07:08.373570,3,298.58,Home,0.0,895.74
227,4687,79,2025-07-10 14:07:08.373570,1,453.92,Clothing,0.1,408.53
228,2139,60,2025-07-10 14:07:08.373570,1,259.85,Home,0.0,259.85
229,4552,42,2025-07-10 14:07:08.373570,1,54.26,Beauty,0.0,54.26
230,4092,116,2025-07-10 14:07:08.373570,1,378.42,Sports,0.0,378.42
231,444,109,2025-07-10 14:07:08.373570,1,207.84,Home,0.3,145.49
232,4175,71,2025-07-10 14:07:08.373570,2,426.65,Sports,0.0,853.3
233,1499,156,2025-07-10 14:07:08.373570,2,415.21,Electronics,0.0,830.42
234,927,102,2025-07-10 14:07:08.373570,1,308.69,Beauty,0.2,246.95
235,623,13,2025-07-10 14:07:08.373570,3,359.39,Beauty,0.2,862.54
236,1480,15,2025-07-10 14:07:08.373570,1,69.58,Clothing,0.0,69.58
237,3038,36,2025-07-10 14:07:08.373570,1,381.81,Home,0.0,381.81
238,3386,15,2025-07-10 14:07:08.373570,1,69.58,Clothing,0.0,69.58
239,3319,117,2025-07-10 14:07:08.373570,3,78.63,Beauty,0.0,235.89
240,234,75,2025-07-10 14:07:08.373570,1,318.7,Sports,0.2,254.96
241,1618,56,2025-07-10 14:07:08.373570,4,206.93,Home,0.0,827.72
242,2692,95,2025-07-10 14:07:08.373570,1,390.62,Electronics,0.0,390.62
243,2031,132,2025-07-10 14:07:08.373570,1,267.35,Clothing,0.3,187.14
244,387,52,2025-07-10 14:07:08.373570,2,434.06,Clothing,0.1,781.31
245,1635,138,2025-07-10 14:07:08.373570,1,190.47,Clothing,0.0,190.47
246,4134,173,2025-07-10 14:07:08.373570,1,355.25,Home,0.2,284.2
247,1185,84,2025-07-10 14:07:08.373570,1,413.62,Beauty,0.1,372.26
248,1968,29,2025-07-10 14:07:08.373570,1,212.25,Beauty,0.2,169.8
249,241,53,2025-07-10 14:07:08.373570,1,155.29,Sports,0.0,155.29
250,562,157,2025-07-10 14:07:08.373570,1,423.77,Sports,0.0,423.77
251,2000,151,2025-07-10 14:07:08.373570,2,446.81,Clothing,0.0,893.62
252,4902,185,2025-07-10 14:07:08.373570,3,243.2,Clothing,0.0,729.6
253,1930,178,2025-07-10 14:07:08.373570,3,98.94,Electronics,0.0,296.82
254,4901,21,2025-07-10 14:07:08.373570,3,313.94,Clothing,0.0,941.82
255,2780,112,2025-07-10 14:07:08.373570,2,436.88,Beauty,0.1,786.38
256,1676,171,2025-07-10 14:07:08.373570,1,11.66,Electronics,0.1,10.49
257,2516,138,2025-07-10 14:07:08.373570,2,190.47,Clothing,0.0,380.94
258,1678,76,2025-07-10 14:07:08.373570,1,424.26,Beauty,0.0,424.26
259,4142,30,2025-07-10 14:07:08.373570,1,384.48,Electronics,0.0,384.48
260,3747,125,2025-07-10 14:07:08.373570,1,185.24,Home,0.0,185.24
261,3357,51,2025-07-10 14:07:08.373570,2,477.01,Home,0.0,954.02
262,1652,161,2025-07-10 14:07:08.373570,1,221.74,Home,0.0,221.74
263,4178,146,2025-07-10 14:07:08.373570,1,448.21,Home,0.0,448.21
264,3842,78,2025-07-10 14:07:08.373570,1,183.59,Clothing,0.1,165.23
265,2442,22,2025-07-10 14:07:08.373570,2,276.66,Clothing,0.0,553.32
266,4886,64,2025-07-10 14:07:08.373570,1,485.94,Sports,0.0,485.94
267,595,21,2025-07-10 14:07:08.373570,1,313.94,Clothing,0.0,313.94
268,2613,129,2025-07-10 14:07:08.373570,1,481.52,Sports,0.0,481.52
269,4097,107,2025-07-10 14:07:08.373570,2,334.04,Clothing,0.0,668.08
270,1497,116,2025-07-10 14:07:08.373570,3,378.42,Sports,0.1,1021.73
271,3556,124,2025-07-10 14:07:08.373570,1,94.67,Beauty,0.0,94.67
272,4862,143,2025-07-10 14:07:08.373570,1,377.9,Electronics,0.2,302.32
273,4767,36,2025-07-10 14:07:08.373570,1,381.81,Home,0.0,381.81
274,3359,47,2025-07-10 14:07:08.373570,4,371.6,Electronics,0.0,1486.4
275,1602,182,2025-07-10 14:07:08.373570,1,310.94,Sports,0.0,310.94
276,915,32,2025-07-10 14:07:08.373570,2,44.79,Sports,0.1,80.62
277,1845,186,2025-07-10 14:07:08.373570,1,477.63,Clothing,0.1,429.87
278,1996,174,2025-07-10 14:07:08.373570,1,58.61,Home,0.0,58.61
279,95,54,2025-07-10 14:07:08.373570,4,88.05,Beauty,0.1,316.98
280,493,161,2025-07-10 14:07:08.373570,4,221.74,Home,0.1,798.26
281,3070,167,2025-07-10 14:07:08.373570,4,442.2,Home,0.0,1768.8
282,150,23,2025-07-10 14:07:08.373570,1,372.5,Clothing,0.1,335.25
283,1047,171,2025-07-10 14:07:08.373570,3,11.66,Electronics,0.0,34.98
284,2804,183,2025-07-10 14:07:08.373570,3,102.22,Electronics,0.1,275.99
285,399,2,2025-07-10 14:07:08.373570,1,299.16,Beauty,0.1,269.24
286,4951,194,2025-07-10 14:07:08.373570,1,129.22,Beauty,0.2,103.38
287,4477,166,2025-07-10 14:07:08.373570,3,33.5,Electronics,0.0,100.5
288,552,157,2025-07-10 14:07:08.373570,1,423.77,Sports,0.1,381.39
289,295,110,2025-07-10 14:07:08.373570,4,111.8,Home,0.0,447.2
290,1144,124,2025-07-10 14:07:08.373570,2,94.67,Beauty,0.0,189.34
291,456,67,2025-07-10 14:07:08.373570,1,54.6,Sports,0.0,54.6
292,1554,71,2025-07-10 14:07:08.373570,1,426.65,Sports,0.0,426.65
293,169,164,2025-07-10 14:07:08.373570,1,286.76,Clothing,0.1,258.08
294,4806,29,2025-07-10 14:07:08.373570,1,212.25,Beauty,0.0,212.25
295,1947,119,2025-07-10 14:07:08.373570,1,200.88,Home,0.0,200.88
296,254,165,2025-07-10 14:07:08.373570,1,240.55,Clothing,0.0,240.55
297,2377,113,2025-07-10 14:07:08.373570,1,376.68,Clothing,0.0,376.68
298,1321,45,2025-07-10 14:07:08.373570,1,61.23,Beauty,0.1,55.11
299,2884,16,2025-07-10 14:07:08.373570,1,282.47,Electronics,0.0,282.47
300,3608,31,2025-07-10 14:07:08.373570,2,295.45,Home,0.0,590.9
301,2126,162,2025-07-10 14:07:08.373570,1,274.02,Electronics,0.0,274.02
302,3497,50,2025-07-10 14:07:08.373570,3,210.64,Home,0.0,631.92
303,2241,193,2025-07-10 14:07:08.373570,3,401.36,Home,0.0,1204.08
304,401,122,2025-07-10 14:07:08.373570,1,438.41,Sports,0.0,438.41
305,2157,190,2025-07-10 14:07:08.373570,2,155.95,Clothing,0.0,311.9
306,2377,171,2025-07-10 14:07:08.373570,5,11.66,Electronics,0.1,52.47
307,363,184,2025-07-10 14:07:08.373570,2,149.79,Home,0.2,239.66
308,3939,15,2025-07-10 14:07:08.373570,1,69.58,Clothing,0.0,69.58
309,3852,176,2025-07-10 14:07:08.373570,3,115.36,Electronics,0.1,311.47
310,3413,49,2025-07-10 14:07:08.373570,1,453.63,Home,0.1,408.27
311,2307,172,2025-07-10 14:07:08.373570,1,130.19,Beauty,0.0,130.19
312,85,10,2025-07-10 14:07:08.373570,2,221.55,Beauty,0.0,443.1
313,1825,20,2025-07-10 14:07:08.373570,1,252.12,Electronics,0.0,252.12
314,3886,70,2025-07-10 14:07:08.373570,1,355.51,Beauty,0.0,355.51
315,1695,103,2025-07-11 14:07:08.373570,1,54.62,Beauty,0.0,54.62
316,3274,190,2025-07-11 14:07:08.373570,4,155.95,Clothing,0.1,561.42
317,1390,138,2025-07-11 14:07:08.373570,2,190.47,Clothing,0.0,380.94
318,3866,180,2025-07-11 14:07:08.373570,1,388.18,Sports,0.0,388.18
319,3030,46,2025-07-11 14:07:08.373570,1,310.12,Electronics,0.0,310.12
320,2336,55,2025-07-11 14:07:08.373570,1,223.34,Clothing,0.0,223.34
321,3675,174,2025-07-11 14:07:08.373570,1,58.61,Home,0.0,58.61
322,4577,75,2025-07-11 14:07:08.373570,2,318.7,Sports,0.1,573.66
323,501,188,2025-07-11 14:07:08.373570,1,368.51,Clothing,0.1,331.66
324,1662,97,2025-07-11 14:07:08.373570,1,210.48,Sports,0.0,210.48
325,2100,26,2025-07-11 14:07:08.373570,1,342.66,Beauty,0.0,342.66
326,103,155,2025-07-11 14:07:08.373570,2,468.98,Sports,0.1,844.16
327,2747,166,2025-07-11 14:07:08.373570,1,33.5,Electronics,0.1,30.15
328,3277,22,2025-07-11 14:07:08.373570,3,276.66,Clothing,0.0,829.98
329,3086,26,2025-07-11 14:07:08.373570,1,342.66,Beauty,0.0,342.66
330,3538,197,2025-07-11 14:07:08.373570,1,478.0,Sports,0.0,478.0
331,1328,163,2025-07-11 14:07:08.373570,3,228.6,Home,0.0,685.8
332,2475,194,2025-07-11 14:07:08.373570,2,129.22,Beauty,0.0,258.44
333,1680,73,2025-07-11 14:07:08.373570,2,464.98,Sports,0.0,929.96
334,3747,115,2025-07-11 14:07:08.373570,1,272.91,Electronics,0.0,272.91
335,2563,51,2025-07-11 14:07:08.373570,3,477.01,Home,0.0,1431.03
336,4164,113,2025-07-11 14:07:08.373570,2,376.68,Clothing,0.0,753.36
337,3318,146,2025-07-11 14:07:08.373570,2,448.21,Home,0.0,896.42
