customer_id,age,region
584,62,South
585,37,East
586,37,Central
587,29,East
588,24,North
589,44,North
590,24,South
591,35,Central
592,29,Central
593,40,East
594,39,South
595,47,Central
596,28,North
597,31,East
598,23,West
599,29,North
600,39,South
601,44,Central
602,23,North
603,45,West
604,51,West
605,39,South
606,57,North
607,25,East
608,20,North
609,18,West
610,52,South
611,42,South
612,34,East
613,38,South
614,21,South
615,64,South
616,36,South
617,36,South
618,43,West
619,40,North
620,37,Central
621,25,South
622,40,Central
623,57,Central
624,51,West
625,54,South
626,28,Central
627,23,South
628,33,East
629,35,East
630,48,East
631,18,Central
632,53,East
633,33,West
634,29,West
635,22,Central
636,18,South
637,44,North
638,35,South
639,19,South
640,19,South
641,30,South
642,55,North
643,31,East
644,18,South
645,32,West
646,31,Central
647,18,Central
648,34,West
649,32,South
650,43,North
651,57,East
652,48,Central
653,31,East
654,21,North
655,65,Central
656,35,East
657,35,North
658,34,East
659,37,South
660,33,North
661,28,East
662,28,South
663,34,South
664,28,North
665,26,West
666,36,Central
667,31,North
668,53,South
669,18,South
670,48,North
671,49,West
672,18,Central
673,30,East
674,30,North
675,18,Central
676,25,Central
677,21,South
678,56,East
679,46,North
680,50,South
681,43,South
682,21,West
683,28,Central
684,40,North
685,20,North
686,43,North
687,32,South
688,30,West
689,43,East
690,40,South
691,30,East
692,48,West
693,22,Central
694,42,North
695,42,East
696,31,South
697,38,East
698,19,Central
699,46,North
700,32,East
701,28,Central
702,47,South
703,26,West
704,18,South
705,18,North
706,42,South
707,19,South
708,56,South
709,18,South
710,55,North
711,37,Central
712,33,East
713,28,West
714,39,East
715,34,East
716,48,West
717,36,North
718,36,West
719,30,North
720,34,East
721,38,North
722,18,Central
723,18,West
724,43,Central
725,37,East
726,32,West
727,35,East
728,39,Central
729,28,East
730,25,West
731,37,West
732,23,East
733,39,West
734,18,West
735,47,East
736,40,Central
737,38,West
738,46,West
739,54,West
740,47,West
741,18,East
742,19,Central
743,27,Central
744,35,North
745,41,West
746,26,West
747,37,North
748,25,Central
749,27,South
750,18,South
751,23,Central
752,18,West
753,23,South
754,47,East
755,23,East
756,66,North
757,40,Central
758,37,Central
759,24,South
760,43,West
761,28,Central
762,36,South
763,65,South
764,33,Central
765,48,South
766,26,North
767,34,North
768,56,Central
769,27,West
770,56,North
771,43,North
772,28,Central
773,42,East
774,46,South
775,42,North
776,18,East
777,26,West
778,32,East
779,34,Central
780,42,West
781,37,West
782,18,East
783,39,Central
784,42,North
785,41,East
786,47,North
787,45,East
788,40,North
789,34,East
790,18,West
791,40,South
792,37,West
793,38,North
794,19,Central
795,22,West
796,47,South
797,34,North
798,43,West
799,35,East
800,35,Central
801,46,North
802,28,West
803,36,North
804,29,East
805,29,South
806,31,West
807,37,North
808,29,North
809,50,North
810,24,South
811,32,North
812,29,Central
813,52,Central
814,37,North
815,47,Central
816,18,West
817,38,Central
818,45,North
819,35,East
820,47,West
821,28,South
822,51,North
823,62,South
824,30,East
825,29,South
826,52,North
827,53,North
828,28,East
829,29,North
830,31,East
831,18,East
832,23,North
833,22,Central
834,25,East
835,34,North
836,37,Central
837,53,East
838,23,Central
839,46,West
840,32,West
841,34,Central
842,43,East
843,21,North
844,39,South
845,36,North
846,40,South
847,38,South
848,64,East
849,27,Central
850,28,North
851,27,Central
852,28,West
853,27,East
854,49,East
855,52,West
856,28,North
857,25,West
858,40,North
859,28,South
860,42,East
861,37,North
862,18,Central
863,53,Central
864,56,East
865,27,West
866,30,West
867,38,North
868,39,West
869,42,East
870,59,North
871,32,South
872,25,West
873,18,West
874,26,North
875,34,Central
876,56,West
877,28,East
878,37,West
879,34,South
880,49,West
881,65,Central
882,28,West
883,29,North
884,47,West
885,43,Central
886,57,North
887,42,East
888,30,North
889,42,South
890,48,North
891,44,East
892,41,West
893,47,North
894,49,North
895,51,North
896,42,North
897,32,East
898,36,Central
899,49,Central
900,25,North
901,39,East
902,30,East
903,35,North
904,50,South
905,37,North
906,35,South
907,18,North
908,43,South
909,42,South
910,60,North
911,31,South
912,37,West
913,37,Central
914,53,East
915,33,South
916,38,South
917,42,East
918,37,South
919,29,East
920,37,North
921,47,West
922,22,West
923,36,Central
924,26,South
925,49,Central
926,18,North
927,28,West
928,39,North
929,53,North
930,34,South
931,28,North
932,57,West
933,18,Central
934,18,West
935,40,South
936,28,West
937,22,East
938,43,Central
939,37,East
940,28,East
941,19,South
942,45,North
943,42,East
944,33,West
945,57,North
946,22,West
947,18,West
948,26,North
949,34,North
950,37,West
951,32,South
952,39,Central
953,19,Central
954,52,South
955,34,North
956,48,West
957,39,Central
958,40,West
959,41,South
960,40,West
961,42,South
962,50,North
963,37,South
964,43,South
965,33,Central
966,52,West
967,26,Central
968,56,East
969,34,South
970,18,East
971,36,Central
972,26,West
973,45,Central
974,27,West
975,29,West
976,18,North
977,29,South
978,18,Central
979,18,West
980,44,Central
981,44,Central
982,40,West
983,23,East
984,34,South
985,34,South
986,21,North
987,53,North
988,45,North
989,32,South
990,35,East
991,37,South
992,18,South
993,32,South
994,26,South
995,22,East
996,31,North
997,56,Central
998,42,North
999,28,North
1000,41,Central
1001,51,South
1002,46,East
1003,35,East
1004,27,North
1005,43,Central
1006,39,West
1007,45,South
1008,42,North
1009,47,East
1010,28,Central
1011,50,Central
1012,37,North
1013,59,West
1014,26,East
1015,55,North
1016,37,West
1017,27,Central
1018,29,South
1019,31,East
1020,40,East
1021,41,West
1022,28,North
1023,34,Central
1024,60,West
1025,55,South
1026,40,South
1027,35,South
1028,36,West
1029,42,Central
1030,22,East
1031,31,North
1032,18,East
1033,39,Central
1034,42,East
1035,29,West
1036,53,South
1037,20,Central
1038,18,Central
1039,37,East
1040,47,West
1041,55,East
1042,29,East
1043,47,Central
1044,34,East
1045,32,South
1046,45,East
1047,42,South
1048,18,Central
1049,52,West
1050,51,South
1051,27,West
1052,39,West
1053,40,South
1054,38,Central
1055,28,North
1056,26,West
1057,34,West
1058,49,Central
1059,41,Central
1060,30,East
1061,44,Central
1062,18,West
1063,48,South
1064,18,North
1065,30,East
1066,21,South
1067,19,North
1068,48,North
1069,29,North
1070,39,South
1071,34,East
1072,40,East
1073,35,North
1074,19,South
1075,46,North
1076,29,Central
1077,18,East
1078,29,West
1079,53,North
1080,45,Central
1081,30,East
1082,30,South
1083,31,East
1084,59,South
1085,39,South
1086,40,North
1087,47,North
1088,37,East
1089,31,Central
1090,32,East
1091,34,West
1092,34,South
1093,43,South
1094,35,North
1095,43,Central
1096,34,North
1097,35,West
1098,18,East
1099,45,East
1100,39,Central
1101,46,North
1102,18,North
1103,60,West
1104,33,East
1105,48,North
1106,22,Central
1107,42,East
1108,22,West
1109,27,Central
1110,57,South
1111,32,West
1112,37,Central
1113,45,North
1114,40,South
1115,36,West
1116,39,North
1117,63,South
1118,34,East
1119,37,North
1120,47,Central
1121,48,West
1122,49,South
1123,42,North
1124,21,East
1125,54,West
1126,21,West
1127,38,North
1128,25,East
1129,34,South
1130,38,North
1131,38,South
1132,40,West
1133,54,South
1134,40,East
1135,32,Central
1136,46,East
1137,49,South
1138,20,North
1139,42,West
1140,43,Central
1141,31,North
1142,51,North
1143,33,East
1144,36,South
1145,32,East
1146,35,South
1147,21,East
1148,18,North
1149,54,West
1150,24,South
1151,23,Central
1152,18,Central
1153,27,North
1154,19,East
1155,54,East
1156,47,North
1157,26,Central
1158,62,Central
1159,46,East
1160,31,South
1161,18,West
1162,62,South
1163,18,Central
1164,18,South
1165,47,West
1166,64,South
1167,51,South
1168,41,South
1169,42,South
1170,45,North
1171,44,Central
1172,38,West
1173,36,Central
1174,34,North
1175,25,North
1176,31,North
1177,18,North
1178,33,South
1179,23,Central
1180,21,East
1181,37,West
1182,51,North
1183,46,Central
1184,18,North
1185,23,North
1186,46,North
1187,23,North
1188,32,North
1189,41,West
1190,23,Central
1191,36,North
1192,18,North
1193,27,North
1194,38,North
1195,18,South
1196,40,South
1197,34,East
1198,41,North
1199,37,East
1200,51,West
1201,36,East
1202,29,Central
1203,36,South
1204,41,South
1205,35,North
1206,35,North
1207,26,West
1208,27,West
1209,18,Central
1210,55,North
1211,20,North
1212,26,West
1213,26,West
1214,45,West
1215,31,South
1216,49,East
1217,26,East
1218,38,North
1219,24,South
1220,60,West
1221,20,North
1222,38,South
1223,42,Central
1224,39,South
1225,32,North
1226,33,East
1227,35,West
1228,33,Central
1229,46,South
1230,61,North
1231,28,North
1232,18,West
1233,33,North
1234,65,North
1235,25,West
1236,54,Central
1237,55,East
1238,28,East
1239,41,South
1240,54,Central
1241,30,South
1242,32,East
1243,28,West
1244,22,North
1245,27,East
1246,20,Central
1247,35,East
1248,25,Central
1249,37,Central
1250,18,Central
1251,38,South
1252,45,West
1253,18,East
1254,39,West
1255,49,North
1256,20,East
1257,55,West
1258,40,West
1259,26,North
1260,34,Central
1261,41,East
1262,35,East
1263,41,North
1264,23,Central
1265,37,East
1266,18,East
1267,33,East
1268,24,Central
1269,26,North
1270,49,East
1271,48,West
1272,42,Central
1273,21,South
1274,31,North
1275,49,West
1276,36,East
1277,62,South
1278,39,North
1279,37,Central
1280,31,South
1281,36,South
1282,33,West
1283,43,North
1284,46,West
1285,25,West
1286,19,East
1287,18,Central
1288,41,South
1289,21,North
1290,18,Central
1291,39,Central
1292,64,North
1293,34,Central
1294,45,East
1295,35,Central
1296,33,East
1297,46,South
1298,31,South
1299,38,West
1300,38,East
1301,26,South
1302,46,Central
1303,32,North
1304,25,North
1305,41,East
1306,24,West
1307,35,Central
1308,34,East
1309,48,North
1310,40,East
1311,34,Central
1312,44,South
1313,51,Central
1314,41,South
1315,35,South
1316,19,South
1317,22,East
1318,31,North
1319,27,East
1320,32,North
1321,35,Central
1322,41,West
1323,34,Central
1324,40,East
1325,35,East
1326,18,North
1327,23,East
1328,33,South
1329,20,East
1330,42,North
1331,53,North
1332,49,South
1333,32,North
1334,52,West
1335,36,Central
1336,30,East
1337,27,West
1338,31,East
1339,30,West
1340,37,East
1341,36,South
1342,35,North
1343,40,North
1344,49,South
1345,46,West
1346,18,Central
1347,18,West
1348,46,North
1349,18,Central
1350,32,East
1351,20,Central
1352,18,West
1353,41,South
1354,44,East
1355,28,West
1356,18,East
1357,28,Central
1358,39,North
1359,18,West
1360,37,South
1361,34,Central
1362,41,West
1363,36,South
1364,23,West
1365,49,Central
1366,33,West
1367,34,East
1368,23,Central
1369,29,West
1370,24,North
1371,32,West
1372,55,East
1373,18,South
1374,18,South
1375,52,South
1376,32,North
1377,26,East
1378,47,Central
1379,27,South
1380,56,East
1381,43,West
1382,29,North
1383,60,East
1384,27,East
1385,43,Central
1386,38,East
1387,50,Central
1388,53,North
1389,35,North
1390,25,West
1391,40,Central
1392,26,Central
1393,59,South
1394,36,South
1395,30,West
1396,37,North
1397,18,South
1398,23,East
1399,49,North
1400,27,East
1401,22,Central
1402,41,North
1403,49,West
1404,43,Central
1405,46,Central
1406,25,East
1407,18,Central
1408,53,South
1409,31,North
1410,31,South
1411,50,East
1412,41,East
1413,40,North
1414,60,Central
1415,27,West
1416,46,East
1417,35,North
1418,38,West
1419,53,Central
1420,41,East
1421,41,North
1422,47,North
1423,30,North
1424,24,East
1425,22,West
1426,18,North
1427,59,Central
1428,21,North
1429,32,West
1430,31,East
1431,38,North
1432,44,North
1433,45,Central
1434,28,Central
1435,32,North
1436,38,North
1437,32,Central
1438,54,West
1439,40,South
1440,43,South
1441,42,North
1442,49,Central
1443,37,East
1444,19,East
1445,39,South
1446,27,West
1447,28,South
1448,42,North
1449,49,West
1450,35,East
1451,38,Central
1452,55,Central
1453,37,North
1454,66,South
1455,41,North
1456,18,Central
1457,44,East
1458,39,Central
1459,50,West
1460,43,Central
1461,33,Central
1462,20,West
1463,32,South
1464,24,Central
1465,28,North
1466,42,Central
1467,55,North
1468,39,West
1469,20,Central
1470,40,West
1471,49,West
1472,27,South
1473,33,Central
1474,35,North
1475,25,North
1476,42,Central
1477,33,South
1478,40,South
1479,24,South
1480,29,North
1481,43,West
1482,30,South
1483,55,North
1484,30,North
1485,37,West
1486,46,Central
1487,18,Central
1488,18,South
1489,18,South
1490,50,West
1491,28,South
1492,65,West
1493,28,North
1494,37,South
1495,53,North
1496,59,East
1497,59,West
1498,49,East
1499,47,South
1500,42,North
1501,44,South
1502,28,East
1503,25,South
1504,34,Central
1505,32,East
1506,29,South
1507,43,North
1508,46,South
1509,36,North
1510,52,Central
1511,21,South
1512,32,Central
1513,26,East
1514,18,North
1515,34,East
1516,33,North
1517,53,Central
1518,42,West
1519,22,South
1520,57,Central
1521,49,North
1522,41,North
1523,32,North
1524,23,North
1525,30,South
1526,48,East
1527,57,West
1528,53,South
1529,29,North
1530,21,South
1531,36,Central
1532,18,North
1533,38,West
1534,33,North
1535,29,West
1536,18,West
1537,41,East
1538,28,East
1539,20,South
1540,18,South
1541,34,West
1542,56,North
1543,54,Central
1544,29,Central
1545,27,North
1546,40,North
1547,23,East
1548,38,Central
1549,44,West
1550,49,South
1551,33,East
1552,32,Central
1553,24,North
1554,25,Central
1555,32,West
1556,39,East
1557,45,North
1558,25,West
1559,52,South
1560,31,East
1561,34,West
1562,26,West
1563,18,North
1564,45,South
1565,43,West
1566,31,East
1567,35,West
1568,41,Central
1569,18,East
1570,28,East
1571,44,West
1572,19,North
1573,38,East
1574,18,Central
1575,40,North
1576,34,North
1577,18,North
1578,48,East
1579,26,North
1580,25,West
1581,37,North
1582,48,Central
1583,22,South
1584,35,Central
1585,40,East
1586,43,North
1587,37,North
1588,30,West
1589,25,North
1590,36,Central
1591,22,East
1592,18,South
1593,40,North
1594,45,South
1595,18,North
1596,22,East
1597,42,Central
1598,59,East
1599,35,South
1600,26,North
1601,32,South
1602,51,Central
1603,27,East
1604,25,South
1605,29,South
1606,23,Central
1607,36,North
1608,54,South
1609,38,Central
1610,31,North
1611,31,North
1612,18,East
1613,45,Central
1614,34,North
1615,32,East
1616,73,West
1617,38,Central
1618,25,West
1619,29,North
1620,48,Central
1621,36,East
1622,18,North
1623,46,Central
1624,26,Central
1625,57,West
1626,47,North
1627,29,East
1628,50,East
1629,35,North
1630,45,North
1631,40,South
1632,24,West
1633,27,North
1634,47,North
1635,30,South
1636,30,South
1637,23,Central
1638,40,East
1639,59,West
1640,22,Central
1641,35,North
1642,51,South
1643,34,East
1644,40,Central
1645,22,East
1646,40,South
1647,32,Central
1648,46,Central
1649,49,East
1650,66,South
1651,41,North
1652,38,Central
1653,37,North
1654,30,South
1655,39,Central
1656,31,Central
1657,37,North
1658,50,West
1659,22,North
1660,48,North
1661,50,West
1662,33,South
1663,18,South
1664,27,Central
1665,50,East
1666,34,East
1667,23,Central
1668,28,East
1669,45,North
1670,41,North
1671,32,West
1672,30,West
1673,30,Central
1674,23,Central
1675,54,Central
1676,31,North
1677,49,East
1678,53,Central
1679,46,Central
1680,29,North
1681,39,North
1682,34,North
1683,24,East
1684,38,Central
1685,20,South
1686,49,South
1687,29,Central
1688,37,Central
1689,38,Central
1690,31,Central
1691,42,East
1692,29,South
1693,45,West
1694,18,South
1695,36,South
1696,58,North
1697,22,Central
1698,26,Central
1699,41,Central
1700,37,North
1701,39,East
1702,40,East
1703,42,West
1704,48,East
1705,39,East
1706,32,Central
1707,43,South
1708,57,East
1709,33,East
1710,23,North
1711,48,West
1712,33,North
1713,18,Central
1714,45,South
1715,28,West
1716,33,North
1717,38,East
1718,37,East
1719,43,West
1720,29,East
1721,41,North
1722,31,North
1723,43,East
1724,42,East
1725,23,Central
1726,48,South
1727,28,West
1728,44,North
1729,39,West
1730,57,Central
1731,32,North
1732,30,Central
1733,34,Central
1734,31,East
1735,44,West
1736,18,West
1737,22,East
1738,22,West
1739,46,East
1740,55,North
1741,33,Central
1742,32,Central
1743,35,West
1744,48,South
1745,23,Central
1746,37,East
1747,46,South
1748,41,South
1749,37,Central
1750,47,Central
1751,18,Central
1752,43,East
1753,27,South
1754,18,West
1755,41,East
1756,51,North
1757,33,Central
1758,46,South
1759,54,East
1760,50,North
1761,54,East
1762,43,East
1763,35,West
1764,18,West
1765,32,East
1766,24,North
1767,61,South
1768,32,South
1769,36,Central
1770,41,Central
1771,35,South
1772,55,East
1773,27,East
1774,37,West
1775,26,West
1776,19,Central
1777,27,South
1778,34,East
1779,29,South
1780,26,North
1781,18,South
1782,34,North
1783,18,West
1784,44,West
1785,35,Central
1786,18,South
1787,31,South
1788,25,North
1789,38,West
1790,51,North
1791,18,West
1792,36,North
1793,33,West
1794,43,North
1795,37,West
1796,25,North
1797,31,South
1798,25,Central
1799,47,North
1800,35,Central
1801,57,South
1802,34,South
1803,26,West
1804,18,Central
1805,18,East
1806,18,West
1807,38,Central
1808,41,North
1809,18,North
1810,45,South
1811,29,East
1812,36,North
1813,54,Central
1814,45,Central
1815,31,North
1816,24,Central
1817,18,Central
1818,26,South
1819,32,East
1820,23,South
1821,33,East
1822,35,Central
1823,32,East
1824,27,Central
1825,37,Central
1826,40,South
1827,21,South
1828,51,West
1829,33,North
1830,35,West
1831,43,West
1832,37,East
1833,46,Central
1834,38,Central
1835,27,Central
1836,39,North
1837,21,East
1838,36,East
1839,34,Central
1840,32,West
1841,33,North
1842,18,West
1843,28,South
1844,36,East
1845,36,East
1846,22,West
1847,50,North
1848,24,East
1849,46,West
1850,40,North
1851,27,West
1852,56,North
1853,20,Central
1854,46,North
1855,47,South
1856,26,Central
1857,51,West
1858,31,Central
1859,38,Central
1860,38,West
1861,33,West
1862,44,South
1863,44,West
1864,18,East
1865,50,East
1866,18,South
1867,47,North
1868,48,North
1869,21,East
1870,30,West
1871,21,South
1872,32,North
1873,31,North
1874,44,Central
1875,50,East
1876,51,West
1877,28,South
1878,32,North
1879,18,Central
1880,25,East
1881,46,East
1882,54,South
1883,20,North
1884,27,South
1885,34,South
1886,38,Central
1887,25,East
1888,40,West
1889,29,East
1890,34,East
1891,41,Central
1892,35,West
1893,29,North
1894,33,West
1895,33,North
1896,30,West
1897,31,South
1898,54,West
1899,41,Central
1900,31,North
1901,43,East
1902,30,Central
1903,49,North
1904,39,North
1905,33,East
1906,40,South
1907,18,Central
1908,21,East
1909,20,East
1910,36,South
1911,55,Central
1912,61,East
1913,42,South
1914,41,Central
1915,18,West
1916,28,North
1917,25,South
1918,27,North
1919,32,West
1920,29,East
1921,18,East
1922,43,Central
1923,22,South
1924,37,South
1925,59,Central
1926,23,North
1927,18,East
1928,31,East
1929,48,South
1930,58,South
1931,20,Central
1932,40,West
1933,29,North
1934,33,West
1935,66,West
1936,18,South
1937,38,South
1938,40,South
1939,48,West
1940,36,North
1941,38,South
1942,30,East
1943,38,North
1944,30,East
1945,42,North
1946,30,South
1947,39,Central
1948,34,South
1949,48,West
1950,34,West
1951,18,North
1952,50,West
1953,24,South
1954,27,East
1955,27,South
1956,51,North
1957,18,West
1958,72,East
1959,47,Central
1960,37,East
1961,34,East
1962,38,South
1963,41,Central
1964,42,North
1965,41,North
1966,36,East
1967,32,East
1968,33,West
1969,32,Central
1970,48,East
1971,42,West
1972,18,Central
1973,42,North
1974,37,West
1975,34,Central
1976,30,West
1977,48,East
1978,46,South
1979,25,North
1980,39,East
1981,23,East
1982,18,Central
1983,27,West
1984,45,North
1985,46,East
1986,41,Central
1987,43,North
1988,41,West
1989,27,East
1990,40,East
1991,44,East
1992,44,North
1993,49,North
1994,43,North
1995,39,North
1996,47,Central
1997,34,South
1998,24,Central
1999,33,East
2000,26,Central
2001,26,West
2002,33,North
2003,25,West
2004,31,West
2005,18,East
2006,37,North
2007,35,West
2008,25,East
2009,42,North
2010,46,South
2011,18,East
2012,25,Central
2013,25,North
2014,23,West
2015,44,West
2016,32,Central
2017,31,Central
2018,18,West
2019,42,North
2020,20,East
2021,35,Central
2022,38,Central
2023,51,Central
2024,19,South
2025,18,North
2026,37,North
2027,56,North
2028,49,North
2029,37,North
2030,29,West
2031,44,Central
2032,23,West
2033,40,South
2034,41,East
2035,47,Central
2036,68,South
2037,39,West
2038,28,East
2039,34,South
2040,18,East
2041,26,South
2042,30,West
2043,28,East
2044,36,South
2045,25,West
2046,48,Central
2047,35,West
2048,34,West
2049,31,Central
2050,36,West
2051,44,Central
2052,24,Central
2053,27,Central
2054,31,South
2055,18,East
2056,25,South
2057,29,Central
2058,45,East
2059,38,East
2060,37,Central
2061,45,East
2062,33,East
2063,39,South
2064,33,East
2065,38,Central
2066,28,North
2067,18,North
2068,33,North
2069,52,Central
2070,46,North
2071,46,South
2072,49,Central
2073,36,Central
2074,37,Central
2075,27,East
2076,31,East
2077,42,East
2078,49,West
2079,33,South
2080,29,Central
