customer_id,recency,frequency,monetary
223,8,21,10733.17
224,27,15,6671.42
225,38,23,12678.220000000001
226,10,17,6485.31
227,63,8,5709.72
228,3,11,4616.5199999999995
229,4,18,7244.9
230,7,11,1987.54
231,2,22,8328.29
232,24,10,6532.88
233,7,15,9104.64
234,10,12,4930.82
235,112,9,4398.14
236,4,16,6972.79
237,16,14,6182.7699999999995
238,4,10,3407.59
239,20,10,4413.01
240,60,14,9141.24
241,54,11,3021.37
242,95,9,3229.9100000000003
243,81,13,5702.74
244,0,11,4873.28
245,5,22,8925.38
246,38,10,5782.66
247,28,10,5404.96
248,9,13,4941.26
249,143,7,1788.01
250,2,14,6100.38
251,20,7,3888.2000000000003
252,75,9,7140.54
253,2,12,4454.08
254,6,14,6360.27
255,8,15,5338.78
256,52,11,4436.51
257,29,12,4714.25
258,27,6,2122.56
259,15,19,7844.7
260,1,18,6016.43
261,17,16,5811.47
262,9,15,6644.16
263,33,12,4866.34
264,5,21,12226.27
265,3,8,3214.63
266,12,14,6648.63
267,34,18,9358.37
268,20,13,7186.55
269,1,15,5929.57
270,38,15,6434.92
271,77,11,4696.08
272,61,13,8209.64
273,3,13,3542.73
274,25,12,4773.31
275,50,9,4031.98
276,23,13,7223.929999999999
277,87,9,5293.53
278,5,20,7327.3
279,71,10,3984.35
280,18,17,8866.130000000001
281,14,17,9185.71
282,22,15,6948.38
283,41,16,7901.81
284,54,9,2981.87
285,27,19,6713.28
286,39,10,3758.54
287,136,8,3125.88
288,11,13,3978.07
289,24,17,5376.72
290,17,15,6849.92
291,13,16,11904.6
292,0,16,8371.45
293,7,14,6060.83
294,40,13,4024.05
295,88,12,4491.93
296,21,10,3703.12
297,19,16,9068.96
298,7,18,7195.22
299,66,6,2467.93
300,48,10,3481.37
301,45,13,3853.88
302,0,20,7201.51
303,35,15,6611.48
304,75,14,8047.78
305,52,10,4641.11
306,56,11,4810.04
307,10,16,8859.62
308,77,12,6422.9800000000005
309,10,12,5640.63
310,3,10,5173.03
311,9,9,6154.24
312,31,13,6421.6900000000005
313,17,12,6399.33
314,74,9,5511.42
315,11,12,7016.06
316,45,15,5111.5
317,4,14,6121.29
318,4,13,6148.93
319,18,11,7010.01
320,48,15,7166.18
321,34,5,2568.02
322,22,11,5504.59
323,44,15,7681.84
324,9,8,5148.43
325,18,12,7436.5
326,10,11,5354.21
327,25,10,5031.07
328,25,12,5366.54
329,14,9,1937.1299999999999
330,10,17,5051.96
331,6,12,6146.44
332,81,12,7032.4800000000005
333,3,19,9533.39
334,0,10,3433.7
335,67,10,3912.75
336,36,18,9644.86
337,0,8,4102.110000000001
338,20,14,7779.4400000000005
339,41,12,5009.95
340,110,13,5726.32
341,26,12,3803.17
342,20,13,6445.55
343,18,13,6874.52
344,95,12,8102.9400000000005
345,52,12,6533.92
346,4,15,5129.01
347,4,11,4526.8099999999995
348,7,10,4901.219999999999
349,13,16,5890.14
350,134,9,5670.72
351,33,11,3796.7
352,15,16,5537.45
353,20,8,2221.23
354,34,10,4086.56
355,11,13,5664.34
356,17,17,7597.74
357,131,8,1948.0900000000001
358,17,10,3746.5
359,47,11,3599.46
360,0,14,4866.02
361,8,16,5543.8
362,4,8,5097.2300000000005
363,32,14,5211.389999999999
364,110,12,4714.13
365,42,16,4593.51
366,53,13,3216.58
367,17,13,5435.5
368,0,13,7267.59
369,37,14,4552.96
370,0,13,7019.45
371,13,11,7554.11
372,3,9,2509.44
373,23,7,2286.39
374,75,9,3329.72
375,63,5,2817.04
376,21,14,6610.17
377,2,13,8557.1
378,21,14,5372.25
379,66,14,6806.280000000001
380,3,13,5335.13
381,38,11,4752.24
382,5,14,6858.97
383,35,9,4880.18
384,36,9,3720.33
385,31,16,8694.4
386,1,14,8882.46
387,2,15,6654.45
388,13,14,5647.78
389,29,13,4241.42
390,8,20,8656.13
391,140,8,4027.43
392,13,13,5672.610000000001
393,19,18,5733.4800000000005
394,12,16,7785.06
395,2,16,6254.25
396,20,9,2563.18
397,42,13,6006.17
398,26,9,3392.0
399,37,12,4552.79
400,15,11,4997.1900000000005
401,6,20,11498.61
402,12,8,3800.7
403,4,12,7985.23
404,4,11,5639.97
405,18,8,5686.94
406,10,10,3060.5
407,110,8,3595.77
408,58,15,7049.95
409,41,13,6702.54
410,17,8,5227.49
411,80,11,5132.08
412,8,12,4640.42
413,10,11,4881.48
414,36,12,4268.0599999999995
415,46,8,2623.19
416,12,11,4474.78
417,18,8,3680.94
418,1,12,4137.7
419,10,15,6234.07
420,17,17,8688.23
421,15,14,7457.93
422,9,7,4302.4400000000005
423,12,16,7861.7300000000005
424,11,11,5915.38
425,8,12,5615.74
426,9,14,6360.83
427,43,14,9006.75
428,4,10,3794.14
429,13,16,7146.32
430,38,16,6348.95
431,50,6,1528.27
432,3,13,6228.13
433,27,10,4907.46
434,5,8,2714.46
435,0,13,6675.759999999999
436,48,16,5841.0199999999995
437,39,8,2956.36
438,11,12,7874.23
439,59,7,3916.6899999999996
440,4,13,5924.5
441,37,12,5919.93
442,7,13,7852.88
443,3,14,5897.5
444,20,16,5052.44
445,14,17,6449.13
446,147,13,7783.43
447,9,12,7359.32
448,38,16,6482.0
449,36,20,7450.17
450,48,15,6002.9
451,40,17,9592.68
452,9,11,5155.01
453,119,14,8995.93
454,18,14,5854.110000000001
455,8,12,5927.59
456,24,14,6089.94
457,76,12,5085.26
458,59,11,4301.9
459,25,14,6418.639999999999
460,59,9,3859.89
461,0,16,6430.06
462,5,13,4611.83
463,46,10,3009.53
464,31,13,6655.16
465,4,19,9842.36
466,6,13,7315.62
467,4,14,4526.43
468,31,9,3482.16
469,8,16,5858.56
470,31,16,6103.51
471,7,14,7568.46
472,76,12,3575.47
473,7,9,4466.76
474,1,10,5085.7
475,9,15,5505.52
476,17,18,6650.58
477,41,13,7466.03
478,1,13,5915.84
479,4,14,5863.0599999999995
480,29,16,8212.92
481,7,14,3901.82
482,274,5,2580.69
483,27,17,8405.3
484,6,15,5164.15
485,10,11,4822.77
486,13,13,3509.77
487,26,13,5250.4
488,10,12,5181.849999999999
489,6,14,6409.12
490,2,15,7403.32
491,9,14,7756.29
492,35,15,5917.9
493,24,16,7463.68
494,41,14,3803.05
495,8,14,9110.95
496,30,17,7089.78
497,17,12,3395.26
498,26,13,4192.46
499,41,17,5296.74
500,138,11,5817.99
501,112,5,1727.95
502,33,10,3452.76
503,17,7,5402.9400000000005
504,123,6,2708.86
505,120,14,4908.67
506,33,8,3640.93
507,4,14,6103.46
508,3,11,5905.01
509,24,8,3235.31
510,33,9,6348.02
511,34,7,2719.87
512,76,11,4200.8099999999995
513,59,19,9986.32
514,25,18,9057.78
515,14,16,6035.51
516,0,13,5675.23
517,3,13,6399.41
518,4,13,6419.53
519,43,8,3601.23
520,4,11,4942.37
521,5,12,3871.82
522,15,10,4461.28
523,47,13,5436.92
524,6,14,7004.61
525,34,12,3635.95
526,28,14,5262.74
527,8,9,3308.2799999999997
528,12,16,7106.6
529,3,14,6127.81
530,45,11,4945.05
531,4,14,6744.67
532,0,16,6230.84
533,4,13,5001.64
534,5,11,4255.09
535,26,15,9830.26
536,24,17,8439.47
537,73,12,4165.18
538,14,10,4426.110000000001
539,14,9,4197.12
540,48,10,5834.37
541,27,11,4251.69
542,106,7,2729.2400000000002
543,14,13,5196.2300000000005
544,15,14,5963.7
545,22,9,3507.7999999999997
546,3,8,2814.2000000000003
547,23,16,5574.47
548,56,8,2364.85
549,32,11,3241.92
550,8,11,3800.31
551,80,14,5232.09
552,18,21,10608.73
553,11,10,5422.21
554,17,21,11070.77
555,3,21,6214.5
556,20,16,7027.38
557,67,13,4983.98
558,13,12,4118.0
559,22,8,1751.07
560,67,15,7546.33
561,10,11,4350.1900000000005
562,32,17,8249.6
563,21,8,4214.07
564,11,9,4424.2
565,45,11,5591.9
566,23,16,6475.860000000001
567,49,15,6726.29
568,26,17,6618.88
569,13,15,5480.03
570,4,10,3931.9
571,10,10,4924.65
572,2,14,6270.57
573,3,19,5984.26
574,14,13,4699.82
575,8,14,4959.83
576,16,12,4438.14
577,65,12,5510.61
578,25,20,7247.85
579,24,8,2961.81
580,39,11,4218.97
581,46,13,5964.11
582,1,8,3571.7
583,6,14,6296.97
584,45,15,8736.89
585,57,12,4226.8
586,81,15,5753.74
587,22,16,8016.56
588,29,9,3985.07
589,25,12,6391.91
590,16,8,2599.54
591,3,17,8880.380000000001
592,58,15,7566.79
593,14,12,7151.13
594,14,7,2696.56
595,36,12,5599.99
596,26,12,6344.78
597,18,20,7619.8
598,40,13,5208.8
599,29,13,5727.7300000000005
600,6,13,6983.5
601,11,19,10398.1
602,21,12,3701.6
603,0,18,9133.96
604,5,11,5472.35
605,13,20,10499.32
606,17,12,2805.38
607,11,18,6517.95
608,17,15,7483.0599999999995
609,25,9,2812.2599999999998
610,38,11,5349.8
611,90,14,4570.29
612,106,16,6970.99
613,10,9,3916.54
614,30,13,5023.42
615,34,12,4601.95
616,25,11,4467.72
617,19,9,3809.62
618,21,19,7651.38
619,85,9,5620.28
620,7,9,5105.780000000001
621,13,17,6073.79
622,4,15,8278.8
623,17,13,5743.67
624,121,7,4073.35
625,0,11,5424.56
626,10,14,6787.26
627,5,12,3336.27
628,62,14,5331.44
629,17,11,2888.9
630,57,13,7539.91
631,16,10,5158.77
632,50,16,6370.24
633,17,17,7243.75
634,9,11,4920.84
635,10,5,3637.7599999999998
636,18,15,7770.32
637,0,21,7667.06
638,8,11,5947.89
639,73,13,6212.25
640,1,10,5630.4400000000005
641,40,16,8315.6
642,30,18,6602.37
643,1,10,5692.23
644,42,10,4875.99
645,10,12,4971.51
646,99,16,4506.07
647,6,12,7090.24
648,85,9,4174.34
649,14,12,6145.67
650,0,12,5492.530000000001
651,5,8,4843.07
652,54,10,6682.81
653,59,10,4461.03
654,5,14,8134.6
655,11,18,5592.34
656,24,14,7932.32
657,15,16,6407.08
658,100,8,3010.02
659,17,8,5192.67
660,12,10,5525.57
661,12,13,8220.6
662,32,12,4675.21
663,35,10,3629.62
664,7,12,4927.86
665,4,16,7285.03
666,3,19,11415.9
667,63,10,4261.01
668,24,12,3474.96
669,6,18,5255.18
670,28,12,4989.6
671,85,11,5870.68
672,74,9,2721.17
673,65,10,5959.0
674,75,11,6566.53
675,80,8,6065.8099999999995
676,137,5,1385.0
677,6,20,11401.99
678,32,14,6041.22
679,4,15,6006.45
680,34,16,6254.17
681,5,16,8926.67
682,33,16,7750.1900000000005
683,3,7,1907.5700000000002
684,46,11,4465.4
685,21,14,4985.54
686,11,11,5603.12
687,5,19,8111.21
688,5,15,8084.81
689,77,9,2489.3
690,35,10,4807.28
691,2,16,7968.05
692,41,10,4303.34
693,11,16,6883.1900000000005
694,14,8,3717.38
695,21,8,4236.56
696,106,12,8270.65
697,28,8,2588.7200000000003
698,0,10,3163.35
699,11,13,5300.42
700,1,9,3905.39
701,51,18,6275.47
702,33,14,6827.53
703,17,25,10815.53
704,9,8,3812.25
705,22,11,6903.81
706,41,7,2931.37
707,6,15,8288.99
708,42,9,2061.14
709,19,11,7094.759999999999
710,20,14,6413.57
711,10,12,5126.5
712,11,13,4477.25
713,37,14,5552.26
714,44,11,4590.38
715,15,12,4509.25
716,29,13,3308.44
717,3,9,6155.95
718,28,17,7913.08
719,5,10,4590.67
720,119,8,3589.18
721,0,23,9966.37
722,0,13,6201.08
723,31,9,2769.79
724,52,12,6666.18
725,5,20,7915.92
726,14,11,4203.06
727,4,18,6614.69
728,4,11,3919.89
729,39,15,8716.11
730,3,6,2738.09
731,9,14,7179.13
732,29,12,5350.37
733,54,16,7814.27
734,27,23,10180.42
735,27,11,4364.88
736,28,17,10120.18
737,20,13,4825.35
738,8,15,7517.299999999999
739,20,14,4356.43
740,29,9,5024.64
741,22,16,7185.01
742,42,16,5621.24
743,40,8,2639.58
744,17,7,3163.7799999999997
745,7,10,5830.28
746,12,11,3400.33
747,10,15,6262.42
748,18,8,2263.95
749,4,10,3718.4300000000003
750,46,10,4595.97
751,13,10,2663.33
752,8,17,6924.95
753,9,17,6972.46
754,29,15,5888.01
755,65,3,1328.91
756,45,21,7494.57
757,46,11,5162.84
758,45,9,4038.35
759,11,13,6256.26
760,5,12,6797.53
761,55,7,3787.75
762,4,12,4486.29
763,29,18,5112.35
764,64,10,6075.469999999999
765,29,20,6210.43
766,65,9,3376.49
767,125,10,3206.13
768,14,13,6383.77
769,71,12,3760.29
770,20,13,5372.22
771,1,13,8208.69
772,17,14,8954.98
773,7,9,2640.06
774,18,10,4295.53
775,50,14,8435.1
776,25,11,3421.67
777,14,11,5760.389999999999
778,94,13,6197.1900000000005
779,17,17,5255.71
780,4,16,7789.62
781,35,11,3954.2200000000003
782,54,12,4558.08
783,27,16,4957.86
784,9,12,4373.139999999999
785,3,11,4523.91
786,1,16,5922.67
787,26,12,7694.96
788,106,9,3455.59
789,1,9,3983.61
790,41,16,5994.45
791,0,15,4774.95
792,10,5,3484.96
793,54,9,4352.08
794,3,11,5256.47
795,45,11,4702.17
796,51,8,3302.16
797,10,12,5683.3
798,9,16,6255.78
799,52,8,2439.9300000000003
800,33,11,6591.38
801,41,13,4839.2300000000005
802,12,7,3490.4399999999996
803,3,19,7797.0199999999995
804,15,18,9308.64
805,39,11,3128.5
806,14,21,11752.27
807,41,7,1922.42
808,4,15,5461.31
809,1,15,6675.13
810,29,8,4630.29
811,17,15,4929.1
812,130,8,3536.55
813,22,12,6262.77
814,4,13,5982.22
815,52,12,5744.17
816,0,23,11854.52
817,10,11,4178.49
818,4,10,4759.91
819,18,16,6666.25
820,94,10,5026.39
821,28,11,2965.77
822,11,11,6155.33
823,5,13,7039.09
824,32,17,6486.93
825,56,10,3562.86
826,51,6,1874.45
827,50,16,8363.74
828,69,14,6276.88
829,3,18,6751.56
830,24,17,6695.05
831,25,10,4668.24
832,8,12,4756.72
833,13,12,4385.24
834,50,9,4278.8
835,54,8,3986.5
836,31,11,4092.51
837,35,10,2297.0099999999998
838,18,20,7468.06
839,63,10,5656.87
840,7,10,5420.889999999999
841,12,11,4748.93
842,8,7,3465.5
843,0,17,8973.6
844,9,14,4909.7699999999995
845,14,14,4393.8
846,20,16,5301.88
847,17,10,4406.62
848,14,11,6152.5599999999995
849,28,12,7880.92
850,17,13,6804.43
851,22,15,6598.07
852,34,16,5937.33
853,21,13,4509.99
854,14,12,3458.84
855,56,17,7444.23
856,51,16,6184.29
857,17,11,3923.5699999999997
858,45,13,5183.36
859,47,9,7437.91
860,6,10,5143.64
861,10,11,4327.36
862,11,10,3079.07
863,8,17,4180.71
864,37,12,6713.06
865,23,15,6725.84
866,64,9,4477.83
867,17,14,5164.06
868,35,12,5851.219999999999
869,25,11,4225.29
870,3,17,7990.31
871,7,10,6495.96
872,7,14,4171.85
873,66,12,5061.75
874,3,14,5308.12
875,8,21,6544.39
876,8,11,6781.55
877,11,15,9388.56
878,34,17,8187.02
879,38,16,7427.25
880,2,9,2971.98
881,136,13,5388.57
882,3,12,5355.76
883,126,9,4300.18
884,56,9,2704.19
885,18,17,6372.59
886,10,17,6284.450000000001
887,31,10,3795.41
888,22,8,3026.64
889,22,11,4111.24
890,2,11,4730.7
891,22,6,4322.51
892,17,4,924.75
893,3,8,4980.9800000000005
894,73,11,4869.84
895,26,10,7146.79
896,6,15,4863.51
897,93,6,1475.6000000000001
898,7,18,7152.26
899,38,11,5209.51
900,11,12,5382.71
901,20,15,7130.2
902,20,7,2007.45
903,12,10,5840.09
904,8,10,3227.65
905,40,12,5517.26
906,21,17,8330.039999999999
907,121,9,3537.99
908,45,10,3882.33
909,4,12,8062.99
910,24,8,3464.3
911,30,13,5220.68
912,26,11,2458.0
913,9,7,3828.2
914,21,13,5289.3
915,49,15,5260.76
916,76,8,2993.72
917,0,16,7619.66
918,36,20,7536.77
919,22,13,5586.86
920,38,10,4955.64
921,16,16,7226.82
922,120,15,4946.19
923,6,8,2050.68
924,16,19,6931.76
925,9,15,6047.9
926,11,10,6859.75
927,10,15,5594.49
928,5,12,5475.44
929,11,8,2683.81
930,39,10,4585.22
931,111,8,2024.3600000000001
932,13,15,5153.46
933,29,14,7293.98
934,23,5,2705.54
935,20,12,4893.04
936,41,17,7846.35
937,68,8,3687.31
938,1,12,3467.36
939,42,16,6616.99
940,24,12,6190.11
941,13,17,8189.8
942,42,14,6002.93
943,21,14,5741.32
944,17,15,5395.27
945,3,14,3436.43
946,71,14,5843.64
947,2,13,4425.28
948,0,10,5014.09
949,54,13,4998.86
950,25,12,4834.8
951,26,15,10310.539999999999
952,3,14,6022.54
953,52,15,7687.77
954,77,9,3250.7799999999997
955,4,15,7884.82
956,5,10,3833.7200000000003
957,4,25,17044.52
958,38,16,6483.21
959,19,12,4080.35
960,13,16,6525.99
961,41,15,5988.24
962,3,15,10648.9
963,10,11,3336.51
964,12,15,5056.93
965,42,13,5869.29
966,0,12,6663.6900000000005
967,8,17,8381.73
968,6,22,12741.74
969,19,14,2785.06
970,47,12,6587.79
971,61,10,3681.44
972,41,13,5627.19
973,38,8,3657.15
974,8,17,7246.37
975,72,9,4012.85
976,11,7,1978.83
977,93,11,5664.21
978,30,9,3352.56
979,34,10,6248.04
980,12,13,6170.38
981,21,13,5610.65
982,90,17,4806.17
983,4,14,5633.44
984,101,11,4169.57
985,25,9,4714.99
986,25,12,2825.0099999999998
987,34,16,6703.83
988,10,18,8324.02
989,44,8,5533.13
990,35,18,8704.470000000001
991,61,11,6056.04
992,27,15,8590.67
993,100,13,5912.46
994,39,18,6318.5
995,54,9,3713.87
996,77,9,3001.47
997,116,8,4131.44
998,5,8,4811.68
999,8,13,8099.22
1000,3,8,4650.4400000000005
1001,2,13,4485.71
1002,18,9,3490.65
1003,13,12,5436.78
1004,5,16,4851.849999999999
1005,5,17,9890.16
1006,81,8,4630.93
1007,17,15,5746.55
1008,1,11,5138.04
1009,18,9,2641.5299999999997
1010,46,14,7534.01
1011,46,12,6283.07
1012,18,7,3486.7599999999998
1013,34,11,4622.35
1014,11,10,4454.76
1015,41,6,2030.73
1016,11,9,6246.77
1017,4,11,4928.42
1018,0,12,4106.02
1019,6,17,8286.13
1020,94,14,8430.41
1021,9,15,5644.21
1022,36,11,4682.21
1023,22,12,5980.110000000001
1024,10,18,7507.5
1025,26,11,3232.66
1026,75,14,7067.44
1027,116,15,4887.84
1028,5,10,2326.46
1029,33,10,6252.71
1030,31,16,7587.43
1031,43,6,3745.32
1032,39,10,4058.81
1033,30,14,8442.49
1034,5,12,3574.39
1035,34,10,3416.83
1036,7,12,5280.46
1037,29,11,3719.87
1038,45,15,3994.91
1039,47,11,6965.0199999999995
1040,23,12,4282.72
1041,58,11,3783.7200000000003
1042,0,22,10345.07
1043,4,16,7410.530000000001
1044,0,15,6102.24
1045,116,11,4062.83
1046,19,14,5958.99
1047,29,9,2171.44
1048,10,10,2914.67
1049,67,12,4071.68
1050,12,11,6050.82
1051,67,15,7019.4
1052,31,14,5599.5599999999995
1053,11,13,6179.43
1054,4,10,5030.43
1055,0,10,4800.05
1056,8,17,6380.96
1057,2,19,10038.97
1058,39,13,4429.69
1059,7,13,5557.900000000001
1060,38,14,5831.29
1061,13,17,6744.84
1062,10,19,10765.73
1063,4,7,2881.37
1064,2,13,5587.04
1065,17,12,7257.01
1066,3,12,3256.12
1067,31,9,4306.98
1068,9,14,5860.64
1069,30,14,4355.41
1070,7,14,4797.6900000000005
1071,35,8,3229.4
1072,12,9,4481.24
1073,30,11,5790.04
1074,14,18,7789.99
1075,16,15,8815.84
1076,30,12,5748.25
1077,10,10,4187.37
1078,15,10,4791.8099999999995
1079,10,16,4864.26
1080,33,16,9652.97
1081,4,16,8760.4
1082,26,9,4894.93
1083,4,8,3238.1099999999997
1084,10,13,4547.29
1085,19,13,6187.05
1086,44,10,4994.6
1087,1,17,7836.71
1088,18,13,5864.28
1089,14,12,3946.32
1090,4,18,7576.93
1091,3,11,5765.84
1092,11,18,7683.38
1093,38,12,4085.47
1094,27,16,6628.21
1095,8,17,6510.57
1096,65,7,1991.8200000000002
1097,29,13,3990.46
1098,69,12,4672.93
1099,2,19,9730.62
1100,25,8,3171.31
1101,6,11,4126.44
1102,7,11,6655.39
1103,10,14,4914.67
1104,11,8,3294.17
1105,5,11,3900.7200000000003
1106,32,18,8543.15
1107,30,7,1952.75
1108,25,23,11226.6
1109,89,5,1493.6799999999998
1110,3,7,2753.0699999999997
1111,49,11,5806.76
1112,65,11,4159.46
1113,49,11,5256.63
1114,24,13,5909.2
1115,13,13,5269.9
1116,35,8,3952.59
1117,4,19,7987.0
1118,58,16,11913.960000000001
1119,85,6,3775.58
1120,16,12,7266.82
1121,34,11,5800.25
1122,53,10,4502.93
1123,28,7,2192.7799999999997
1124,39,16,6104.22
1125,33,12,4580.52
1126,13,12,4256.04
1127,66,9,5312.42
1128,30,18,7141.91
1129,5,12,4752.38
1130,116,8,3340.74
1131,7,12,5469.68
1132,36,9,5241.53
1133,7,12,4415.2300000000005
1134,19,12,5040.030000000001
1135,4,8,4251.96
1136,14,15,5680.2
1137,17,12,4550.6
1138,22,7,3099.93
1139,142,12,4057.78
1140,5,14,8307.07
1141,11,9,4489.98
1142,3,10,4470.63
1143,62,8,2721.2799999999997
1144,30,11,4512.04
1145,14,14,7975.94
1146,29,12,6614.8099999999995
1147,22,9,4485.78
1148,54,14,7872.99
1149,70,10,4177.48
1150,7,13,7828.84
1151,54,11,5563.0599999999995
1152,10,8,4832.42
1153,6,16,7559.7
1154,18,15,5969.8
1155,67,13,8271.51
1156,18,13,5133.599999999999
1157,7,13,7080.97
1158,4,12,4973.88
1159,4,10,4131.97
1160,28,14,9356.0
1161,3,18,10323.77
1162,0,12,4336.08
1163,15,16,8474.91
1164,9,17,7269.52
1165,18,15,7109.18
1166,1,10,5100.78
1167,25,10,4336.17
1168,53,13,4728.41
1169,16,10,5053.66
1170,35,15,6184.19
1171,165,9,3400.02
1172,0,12,6070.49
1173,123,11,5470.67
1174,136,11,6069.69
1175,21,9,3027.7400000000002
1176,64,10,3630.55
1177,26,14,5292.55
1178,10,19,10407.6
1179,40,14,3548.0099999999998
1180,29,10,3563.7200000000003
1181,25,9,5089.39
1182,44,11,4093.44
1183,79,10,3977.46
1184,21,6,2447.09
1185,17,14,8680.039999999999
1186,24,7,2227.2
1187,12,18,8778.77
1188,27,13,4914.38
1189,12,15,4861.0
1190,5,11,3063.0099999999998
1191,51,14,5964.03
1192,87,7,5185.4
1193,55,12,5012.75
1194,13,12,5598.93
1195,15,21,8614.25
1196,18,12,5227.17
1197,36,13,4642.1
1198,57,10,4455.55
1199,51,17,7061.19
1200,41,12,6959.63
1201,0,19,7876.84
1202,24,12,4670.14
1203,27,13,5761.360000000001
1204,115,10,4740.79
1205,10,18,8479.27
